,text,classification,reclassification
28205,"Spergularia 347, 358 ",habitat,habitat
28206,marina var. leiosperma 358 ,habitat,habitat
28207,salina 358 ,taxon_identification,taxon_identification
28208,"Spermatophyta 12, 20, 21, 56, 790 ",key,key
28209,"Sphenopholis 81, 174 ",key,key
28210,intermedia 174 ,taxon_identification,taxon_identification
28211,obtusata 174 ,taxon_identification,taxon_identification
28212,"Spiraea 436, 461 ",habitat,habitat
28213,alba 461 ,taxon_identification,taxon_identification
28214,densiflora 461 ,taxon_identification,taxon_identification
28215,lucida 461 ,taxon_identification,taxon_identification
28216,"Spiranthes 271, 279 ",taxon_identification,taxon_identification
28217,gracilis 279 ,taxon_identification,taxon_identification
28218,romanzoffiana 279 ,taxon_identification,taxon_identification
28219,Spirodela 245 ,taxon_identification,taxon_identification
28220,polyrhiza 245 ,taxon_identification,taxon_identification
28221,"Sporobolus 82, 174 ",key,key
28222,"cryptandrus 174, 175, 176 ",habitat,habitat
28223,"heterolepis 174, 175 ",habitat,habitat
28224,"neglectus 174, 175 ",habitat,habitat
28225,"Stachys 620, 629 ",habitat,habitat
28226,"palustris var. pilosa 629, 630 ",taxon_identification,taxon_identification
28227,Steironema 14 ,key,key
28228,cilia turn 584 ,morphology,morphology
28229,hybridum 584 ,taxon_identification,taxon_identification
28230,"Stellaria 347, 358 ",taxon_identification,taxon_identification
28231,"americana 359, 360 ",habitat,habitat
28232,borealis 360 ,taxon_identification,taxon_identification
28233,"calycantha 359, 360 ",habitat,habitat
28234,"ciliatisepala 359, 360 ",habitat,habitat
28235,"crassifolia 359, 360 ",habitat,habitat
28236,"crispa 359, 360 ",habitat,habitat
28237,"humifusa 359, 360 ",habitat,habitat
28238,"laeta 359, 360 ",habitat,habitat
28239,"longifolia 359, 360 ",taxon_identification,taxon_identification
28240,"longipes 359, 360 ",habitat,habitat
28241,"media 359, 361 ",habitat,habitat
28242,"obtusa359, 361 ",habitat,habitat
28243,"umbellata 359, 361 ",habitat,habitat
28244,Stellulatae 188 ,taxon_identification,taxon_identification
28245,"Stenanthium 257, 266 ",habitat,habitat
28246,occidentale 266 ,taxon_identification,taxon_identification
28247,Stenotus armehoides 759 ,taxon_identification,taxon_identification
28248,"Stephanomeria 689, 702 ",habitat,habitat
28249,runcinata 702 ,taxon_identification,taxon_identification
28250,"Stipa82, 175 ",habitat,habitat
28251,columbiana 177 ,taxon_identification,taxon_identification
28252,"comata 175, 177, 178 ",taxon_identification,taxon_identification
28253,richardsonii 177 ,taxon_identification,taxon_identification
28254,"spartea 175, 177 ",taxon_identification,taxon_identification
28255,"var. curtiseta 175, 177 ",taxon_identification,taxon_identification
28256,"viridula 177, 179,180 ",taxon_identification,taxon_identification
28257,"Streptopus 257, 266 ",habitat,habitat
28258,"amplexifolius 261, 266 ",habitat,habitat
28259,var. americanus 266 ,key,key
28260,var. denticulatus 266 ,habitat,habitat
28261,roseus var. perspectus 266 ,taxon_identification,taxon_identification
28262,"Suaeda 326, 339 ",taxon_identification,taxon_identification
28263,depressa 339 ,taxon_identification,taxon_identification
28264,var. erecta 339 ,taxon_identification,taxon_identification
28265,maritima var. americana 339 ,taxon_identification,taxon_identification
28266,"Subularia389,416 ",morphology,morphology
28267,aquatica 416 ,taxon_identification,taxon_identification
28268,"Suckleya 326, 339 ",taxon_identification,taxon_identification
28269,"suckleyana 339, 341 ",taxon_identification,taxon_identification
28270,"Suksdorfia 421, 435 ",habitat,habitat
28271,violacea 435 ,taxon_identification,taxon_identification
28272,Svida stolonifera 565 ,taxon_identification,taxon_identification
28273,Swainsona salsula 472 ,taxon_identification,taxon_identification
28274,"Sylvaticae 189, 190, 197 ",habitat,habitat
28275,"Symphoricarpos 670, 674 ",habitat,habitat
28276,albus 674 ,taxon_identification,taxon_identification
28277,var. pauciflorus 674 ,habitat,habitat
28278,occidentalis 674 ,taxon_identification,taxon_identification
28279,pauciflorus 674 ,taxon_identification,taxon_identification
28280,"Symphytum 610, 618 ",habitat,habitat
28281,asperum 618 ,taxon_identification,taxon_identification
28282,"officinale 618, 619 ",habitat,habitat
28283,"Tanacetum 704, 788 ",habitat,habitat
28284,huronense 788 ,taxon_identification,taxon_identification
28285,"vulgare 788, 789 ",key,key
28286,"Taraxacum 689, 702, 804 ",habitat,key
28287,ceratophorum 702 ,key,key
28288,erythrospermum 702 ,taxon_identification,taxon_identification
28289,laevigatum 702 ,taxon_identification,taxon_identification
28290,officinale 702 ,taxon_identification,taxon_identification
28291,Taraxia brevi flora 541 ,taxon_identification,taxon_identification
28292,"Taxaceae 21, 56 ",key,key
28293,Taxus 56 ,key,key
28294,brevifolia 56 ,key,key
28295,canadensis 56 ,key,key
28296,"Telesonix421, 435 ",habitat,habitat
28297,jamesii var. heucheriformis 435 ,habitat,habitat
28298,Tetraneuris acaulis 764 ,taxon_identification,taxon_identification
28299,"Teucrium 620, 631 ",habitat,habitat
28300,canadense var. occidentale 631 ,taxon_identification,taxon_identification
28301,"Thalictrum 363, 381 ",key,key
28302,"dasycarpum 381, 382, 383 ",habitat,habitat
28303,"occidentale var. palousense 381, 382 ",taxon_identification,taxon_identification
28304,"sparsiflorum var. richardsonii 381, venulosum 381, 382 ",habitat,habitat
28305,var. lunellii 382 ,key,key
28306,var. turneri 382 ,key,key
28307,var. venulosum 382 ,taxon_identification,key
28308,"Thelesperma 704, 788 ",key,key
28309,marginatum 788 ,taxon_identification,taxon_identification
28310,"Thellungiella393,417 ",morphology,morphology
28311,salsuginea 417 ,taxon_identification,taxon_identification
28312,"Thermopsis 463, 497 ",habitat,habitat
28313,"rhombifolia 497, 500 ",habitat,habitat
28314,"Thlaspi389,417 ",morphology,morphology
28315,"arvense390, 417 ",habitat,habitat
28316,Thuja 61 ,taxon_identification,taxon_identification
28317,occidentalis 61 ,key,key
28318,plicata 61 ,key,key
28319,"Tiarella421,435 ",morphology,morphology
28320,trifoliata 435 ,taxon_identification,taxon_identification
28321,unifoliata 435 ,taxon_identification,taxon_identification
28322,Tilia 520 ,taxon_identification,taxon_identification
28323,americana 520 ,taxon_identification,taxon_identification
28324,"Tiliaceae 29, 520 ",key,key
28325,Tium drummondii 470 ,taxon_identification,taxon_identification
28326,racemosum 474 ,taxon_identification,taxon_identification
28327,"Tofieldia 257, 266 ",habitat,habitat
28328,glutinosa 266 ,taxon_identification,taxon_identification
28329,pusilla 266 ,key,key
28330,"Townsendia 707, 788 ",key,key
28331,exscapa 788 ,taxon_identification,taxon_identification
28332,hookeri 788 ,taxon_identification,taxon_identification
28333,"parryi 788, 790, 791 ",key,key
28334,sericea 788 ,taxon_identification,key
28335,Toxicodendron rydbergii 5 1 5 ,key,key
28336,Toxicoscordion gramineum 268 ,taxon_identification,taxon_identification
28337,Tradescantia 246 ,taxon_identification,taxon_identification
28338,occidentalis 246 ,taxon_identification,taxon_identification
28339,"Tragopogon 684, 689, 702 ",habitat,habitat
28340,dubius 703 ,taxon_identification,taxon_identification
28341,porrifolius 703 ,taxon_identification,taxon_identification
28342,pratensis 703 ,taxon_identification,taxon_identification
28343,"Trientalis 580, 586 ",habitat,habitat
28344,americana 587 ,taxon_identification,taxon_identification
28345,"borealis 582, 586, 587 ",habitat,habitat
28346,europaea 587 ,taxon_identification,taxon_identification
28347,"Trifolium 462, 497 ",habitat,habitat
28348,aureum 501 ,taxon_identification,taxon_identification
28349,campestre 501 ,taxon_identification,taxon_identification
28350,hybridum 501 ,taxon_identification,taxon_identification
28351,pra tense 501 ,taxon_identification,taxon_identification
28352,"repens497, 501 ",habitat,habitat
28353,Triglochin 68 ,taxon_identification,taxon_identification
28354,"maritima 68, 69 ",key,key
28355,palustris 68 ,taxon_identification,taxon_identification
28356,Trigonella americana 482 ,taxon_identification,taxon_identification
28357,"Trillium 257, 267 ",taxon_identification,taxon_identification
28358,cernuum var. macranthum 267 ,taxon_identification,taxon_identification
28359,ovatum 267 ,taxon_identification,taxon_identification
28360,"Trisetum81, 179 ",habitat,habitat
28361,canescens 179 ,taxon_identification,taxon_identification
28362,cernuum 179 ,taxon_identification,taxon_identification
28363,"spicatum 179, 181 ",taxon_identification,taxon_identification
28364,"wolfii 179, 181 ",key,key
28365,Triticeae 804 ,taxon_identification,taxon_identification
28366,"Triticum80, 181 ",habitat,habitat
28367,aestivum 181 ,taxon_identification,taxon_identification
28368,"Trollius 363, 382 ",habitat,habitat
28369,laxus 382 ,taxon_identification,taxon_identification
28370,Typha 61 ,key,key
28371,angustifolia 61 ,key,key
28372,"latifolia 61, 63, 64 ",key,key
28373,"Typhaceae 22, 61 ",key,key
28374,"Ulmaceae 25, 303 ",key,key
28375,Ulmus 303 ,taxon_identification,taxon_identification
28376,americana 303 ,taxon_identification,taxon_identification
28377,"Umbelliferae 27, 545 ",key,key
28378,Unamia alba 785 ,taxon_identification,taxon_identification
28379,Urtica 304 ,taxon_identification,taxon_identification
28380,"dioica var. procera 304, 305, 306 ",habitat,habitat
28381,"urens 304, 305 ",taxon_identification,taxon_identification
28382,"Urticaceae 24, 304 ",key,key
28383,"Utricularia 659, 660 ",habitat,habitat
28384,cornuta 660 ,habitat,habitat
28385,intermedia 660 ,taxon_identification,taxon_identification
28386,macrorhiza 66 1 ,key,key
28387,minor 660 ,taxon_identification,taxon_identification
28388,"vulgaris var. americana 660, 661, 662 ",habitat,habitat
28389,"Uvularia 257, 267 ",habitat,habitat
28390,sessilifolia 267 ,taxon_identification,taxon_identification
28391,Vac car ia vulgaris 355 ,habitat,habitat
28392,"Vacciniaceae 29, 577 ",key,key
28393,"Vaccinium 577, 578 ",habitat,key
28394,"angustifolium 578, 579 ",key,key
28395,var. angustifolium 579 ,key,key
28396,var. myrtilloides 579 ,habitat,habitat
28397,"caespitosum 578, 579 ",habitat,habitat
28398,"membranaceum 578, 579 ",habitat,habitat
28399,myrtilloides 579 ,taxon_identification,taxon_identification
28400,"myrtillus 578, 579 ",habitat,habitat
28401,oxycoccus var. microphyllum 578 ,habitat,habitat
28402,var. oxycoccus 578 ,habitat,habitat
28403,"scoparium 578, 579 ",habitat,habitat
28404,"uliginosum 578, 579 ",habitat,habitat
28405,vitis-idaea 578 ,taxon_identification,taxon_identification
28406,var. minus 580 ,taxon_identification,taxon_identification
28407,Valeriana 681 ,taxon_identification,taxon_identification
28408,"dioica var. sylvatica 681, 682 ",habitat,habitat
28409,septentrionalis 68 1 ,key,key
28410,sitchensis 681 ,taxon_identification,key
28411,var. scouleri 681 ,key,key
28412,"Valerianaceae 31, 681 ",key,key
28413,"Veratrum 257, 267 ",habitat,habitat
28414,eschscholtzii 267 ,taxon_identification,taxon_identification
28415,"Verbascum 638, 656 ",habitat,habitat
28416,nigrum 656 ,taxon_identification,taxon_identification
28417,phlomoides 656 ,morphology,morphology
28418,thapsus 656 ,morphology,morphology
28419,Verbena 619 ,taxon_identification,taxon_identification
28420,bracteata 619 ,taxon_identification,taxon_identification
28421,bracteosa 6 1 9 ,key,key
28422,hastata619 ,morphology,morphology
28423,urticifolia 619 ,taxon_identification,taxon_identification
28424,"Verbenaceae 30, 619 ",key,key
28425,"Vernonia 705, 790 ",key,key
28426,fasciculata var. corymbosa 790 ,key,key
28427,"Veronica 638, 656 ",habitat,habitat
28428,agrestis 657 ,taxon_identification,taxon_identification
28429,alpina var. unalaschensis 657 ,taxon_identification,taxon_identification
28430,"americana 657, 658 ",habitat,habitat
28431,catenata 658 ,morphology,morphology
28432,"chamaedrys 657, 658 ",habitat,habitat
28433,"comosa var. glaberrima 657, 658 ",habitat,habitat
28434,connata ssp. glaberrima 658 ,habitat,habitat
28435,"longifolia 657, 658 ",habitat,habitat
28436,"peregrina var. xalapensis 657, 658 ",habitat,habitat
28437,"persica 657, 658 ",habitat,habitat
28438,"polita 657, 658 ",habitat,habitat
28439,"scutellata 657, 658 ",habitat,habitat
28440,"serpyllifolia var. humifusa 657, 659 ",habitat,habitat
28441,"teucrium 656, 659 ",habitat,habitat
28442,xalapensis 658 ,taxon_identification,taxon_identification
28443,"Veronicastrum 638, 659 ",habitat,habitat
28444,virginicum 659 ,taxon_identification,taxon_identification
28445,"Vesicariae 188, 189, 191,200 ",habitat,habitat
28446,"Viburnum 670, 675 ",habitat,habitat
28447,affine var. hypomalacum 675 ,taxon_identification,taxon_identification
28448,"edule 675, 676 ",habitat,habitat
28449,eradiatum 675 ,taxon_identification,taxon_identification
28450,lentago 675 ,taxon_identification,taxon_identification
28451,opulus var. americanum 675 ,taxon_identification,taxon_identification
28452,rafinesquianum 675 ,taxon_identification,taxon_identification
28453,trilobum 675 ,taxon_identification,taxon_identification
28454,"Vicia 462, 479, 501 ",habitat,habitat
28455,"americana 502, 503 ",habitat,habitat
28456,var. minor 502 ,key,key
28457,var. truncata 502 ,key,key
28458,americana var. angustifolia 502 ,key,key
28459,cracca 502 ,morphology,morphology
28460,oregana 502 ,taxon_identification,taxon_identification
28461,sativa ssp. nigra 502 ,habitat,habitat
28462,villosus 502 ,taxon_identification,taxon_identification
28463,Viola 526 ,taxon_identification,taxon_identification
28464,"adunca 527, 528 ",habitat,habitat
28465,arvensis 526 ,taxon_identification,taxon_identification
28466,blanda 527 ,taxon_identification,taxon_identification
28467,"cucullata 527, 528 ",habitat,habitat
28468,glabella 527 ,key,key
28469,"nuttallii 527, 528 ",key,key
28470,orbiculata 527 ,taxon_identification,taxon_identification
28471,palustris 527 ,taxon_identification,taxon_identification
28472,"pedatifida 527, 530 ",habitat,habitat
28473,"pubescens 527, 530 ",habitat,habitat
28474,"renifolia 527, 530 ",habitat,habitat
28475,"rugulosa 527, 528, 530 ",habitat,habitat
28476,"selkerkii 527, 530 ",morphology,morphology
28477,"tricolor 527, 530 ",habitat,habitat
28478,"Violaceae 27, 526 ",key,key
28479,Virescentes 189 ,taxon_identification,taxon_identification
28480,"Vitaceae28, 519 ",habitat,habitat
28481,Vitis 519 ,taxon_identification,taxon_identification
28482,riparia 519 ,taxon_identification,taxon_identification
28483,Vitis-idaea punctata 580 ,taxon_identification,taxon_identification
28484,"Vulpinae 187, 192 ",key,key
28485,Wahlbergella drummondii 354 ,taxon_identification,key
28486,"Woodsia 36, 46 ",key,key
28487,alpina 46 ,key,key
28488,glabella 46 ,key,key
28489,ilvensis 46 ,taxon_identification,key
28490,oregana 47 ,key,key
28491,var. cathcartiana 47 ,key,key
28492,var. oregana 47 ,key,key
28493,scopulina 47 ,key,key
28494,"Xanthium 685, 686 ",habitat,habitat
28495,commune 686 ,taxon_identification,taxon_identification
28496,echinatum 686 ,taxon_identification,taxon_identification
28497,glanduliferum 686 ,taxon_identification,taxon_identification
28498,italicum 686 ,taxon_identification,taxon_identification
28499,macounii 686 ,taxon_identification,taxon_identification
28500,"strumarium 686, 688 ",habitat,habitat
28501,Xanthoxalis corniculata 507 ,taxon_identification,taxon_identification
28502,stricta 507 ,habitat,habitat
28503,"Xerophyllum 257, 267 ",habitat,habitat
28504,tenax 267 ,taxon_identification,taxon_identification
28505,Xylophacos missouriensis All ,taxon_identification,taxon_identification
28506,purshii 474 ,taxon_identification,taxon_identification
28507,Xylosteon oblongifolium 673 ,taxon_identification,taxon_identification
28508,tataricum 673 ,taxon_identification,taxon_identification
28509,"Yucca 257, 267 ",taxon_identification,taxon_identification
28510,glauca 267 ,taxon_identification,taxon_identification
28511,"Zannichellia 66, 67 ",key,key
28512,palustris 67 ,key,key
28513,"Zizania83, 181 ",habitat,habitat
28514,aquatica 181 ,taxon_identification,taxon_identification
28515,"Zizanieae 78, 83 ",key,key
28516,"Zizia 548, 563 ",habitat,habitat
28517,aptera 563 ,taxon_identification,taxon_identification
