,0,1
28154,"obscurum 51, 52, 54 ",key
28155,sabinifolium 52 ,key
28156,var. sitchense 55 ,key
28157,"selago 51, 55 ",key
28158,"Lycopsis 610, 615 ",habitat
28159,arvensis 615 ,taxon_identification
28160,"Lycopus 621, 625 ",habitat
28161,americanus 625 ,taxon_identification
28162,asper 625 ,taxon_identification
28163,uniflorus 625 ,taxon_identification
28164,virginicus 625 ,taxon_identification
28165,var. pauciflorus 625 ,habitat
28166,"Lygodesmia 690, 697, 702 ",habitat
28167,"juncea 697, 698 ",habitat
28168,rostrata 697 ,habitat
28169,Lysiella obtusata 211 ,taxon_identification
28171,"Lysimachia 14,581,583 ",taxon_identification
28172,"ciliata 13, 14, 584, 585 ",key
28173,hybrida 584 ,taxon_identification
28174,quadrifolia 584 ,taxon_identification
28175,"terrestris 583, 584 ",habitat
28176,"thyrsiflora 584, 586 ",habitat
28177,"Lythraceae 26, 534 ",key
28178,Lythrum 534 ,taxon_identification
28179,salicaria 534 ,taxon_identification
28180,Machaer anther a canescens 73 1 ,key
28181,pulverulenta 73 1 ,key
28182,"Madia 704, 707, 766 ",habitat
28183,glomerata 766 ,taxon_identification
28184,"Maianthemum 256, 257, 262 ",habitat
28185,"canadense var. interius 261, 262 ",habitat
28186,"Malaxis 271, 278, 804 ",habitat
28187,monophylla var. brachypoda 278 ,taxon_identification
28188,paludosa 278 ,taxon_identification
28189,unifolia 278 ,taxon_identification
28190,Malva 520 ,taxon_identification
28191,"alcea520, 521 ",habitat
28192,crispa 521 ,taxon_identification
28193,"moschata 520, 521 ",habitat
28194,neglecta 521 ,taxon_identification
28195,parviflora 521 ,taxon_identification
28196,pusilla 521 ,taxon_identification
28197,"sylvestris 520, 522, 523 ",habitat
28198,"Malvaceae 27, 520 ",taxon_identification
28199,"Malvastrum 520, 522 ",habitat
28200,"coccineum 522, 524 ",habitat
28201,Mamillaria 531 ,taxon_identification
28202,vivipara 531 ,taxon_identification
28203,"Marrubium 621, 625 ",habitat
28204,vulgare 625 ,key
28205,Marsilea 47 ,key
28206,mucronata 47 ,key
28207,vestita 47 ,key
28208,"Marsileaceae 21, 47 ",key
28209,Maruta cotula 1 1 7 ,key
28210,"Matricaria 705, 708, 766 ",habitat
28211,chamomilla 768 ,taxon_identification
28212,"inodora 1\1, 768 ",habitat
28213,"maritima 768, 769 ",taxon_identification
28214,var. maritima 717 ,key
28215,"matricarioides 766, 768 ",habitat
28216,"Matteuccia 35, 42 ",key
28217,struthiopteris 42 ,taxon_identification
28218,"var. pensylvanica 42, 43 ",key
28219,"Medicago 462, 485 ",habitat
28220,lupulina 485 ,taxon_identification
28221,polymorpha 485 ,taxon_identification
28222,sativa 485 ,taxon_identification
28223,"ssp. falcata 485, 487 ",habitat
28224,"ssp. sativa 485, 486, 487 ",habitat
28226,Megalodonta 707 ,morphology
28227,beckii 739 ,taxon_identification
28228,"Melampyrum 639, 645 ",habitat
28229,"lineare 645, 646 ",habitat
28230,"Melica80, 141 ",habitat
28231,bulbosa 141 ,taxon_identification
28232,smithii 141 ,taxon_identification
28233,"spectabilis 141, 143 ",taxon_identification
28234,"subulata 141, 143 ",habitat
28235,"Melilotus 462, 487 ",habitat
28236,"alba 487, 488 ",habitat
28237,indica 487 ,taxon_identification
28238,officinalis 487 ,taxon_identification
28239,wolgica 487 ,taxon_identification
28240,"Melissa 621, 626 ",habitat
28241,officinalis 626 ,taxon_identification
28242,"Menispermaceae 28, 384 ",key
28243,Menispermum 384 ,taxon_identification
28244,canadense 384 ,taxon_identification
28245,"Mentha 620, 621,626 ",habitat
28246,arvensis 626 ,taxon_identification
28247,var. villosa 626 ,key
28248,spicata 626 ,habitat
28249,Mentzelia 531 ,taxon_identification
28250,"decapetala 531, 532 ",habitat
28251,"Menyanthes 589, 592 ",habitat
28252,trifoliata 592 ,taxon_identification
28253,"Menziesia 572, 576 ",habitat
28254,ferruginea var. glabella 576 ,key
28255,Meriolix serrulata 543 ,taxon_identification
28256,"Mertensia 610, 615 ",habitat
28257,lanceolata 615 ,taxon_identification
28258,linearis 6 1 5 ,key
28259,"longiflora 615, 616 ",habitat
28260,"maritima 615, 616 ",taxon_identification
28261,"paniculata 615, 616, 617 ",habitat
28262,Micrampelis lobata 611 ,taxon_identification
28263,Micranthes rhomboidea 433 ,taxon_identification
28264,"Microseris 689, 690, 697 ",habitat
28265,"cuspidata 697, 699 ",habitat
28266,"nutans 697, 699 ",habitat
28267,"Milium 82, 143 ",key
28268,effusum 143 ,taxon_identification
28269,"Mimulus 639, 647 ",habitat
28270,floribundus 647 ,taxon_identification
28271,glabratus 647 ,taxon_identification
28272,guttatus 647 ,taxon_identification
28273,langsdorfii 647 ,habitat
28274,lewisii 647 ,taxon_identification
28275,ringens 647 ,taxon_identification
28276,Minuartia laricifolia 350 ,key
28277,Mirabilis 344 ,taxon_identification
28278,hirsuta 344 ,taxon_identification
28279,linearis 344 ,taxon_identification
28280,"nyctaginea 344, 345 ",habitat
28282,"Mitella420,424 ",morphology
28283,breweri 424 ,taxon_identification
28284,nuda 424 ,taxon_identification
28285,pentandra 424 ,taxon_identification
28286,trifida 424 ,taxon_identification
28287,Moehringia lateriflora 350 ,taxon_identification
28288,Moldavica parviflora 623 ,taxon_identification
28289,thymiflora 623 ,taxon_identification
28290,"Monarda 620, 626 ",habitat
28291,"fistulosa 626, 627 ",habitat
28292,var. menthaefolia 628 ,key
28293,menthaefolia 628 ,morphology
28294,Moneses 567 ,taxon_identification
28295,"uniflora 567, 568 ",habitat
28296,"Monocotyledoneae 20, 21, 62, 790 ",key
28297,"Monolepis 326, 338 ",taxon_identification
28298,nuttalliana 338 ,taxon_identification
28299,"Monotropa 570, 571 ",habitat
28300,hypopithys var. latisquama 571 ,habitat
28301,uniflora 571 ,taxon_identification
28302,"Monotropaceae 30, 570 ",key
28303,"Montanae 188, 189, 195 ",habitat
28304,Montia linearis 346 ,taxon_identification
28305,"Muhlenbergia 82, 143 ",taxon_identification
28306,"andina 144, 145 ",habitat
28307,asperifolia 143 ,taxon_identification
28308,cuspidata 143 ,taxon_identification
28309,glomerata 144 ,taxon_identification
28310,var. cinnoides 144 ,habitat
28311,"mexicana 144, 146 ",taxon_identification
28312,"racemosa 144, 146 ",taxon_identification
28313,"richardsonis 143, 146, 147 ",taxon_identification
28314,Multiflorae 187 ,taxon_identification
28315,"Munroa 79, 83, 146 ",key
28316,squarrosa 146 ,taxon_identification
28317,"Musineon 549, 559 ",habitat
28318,divaricatum 559 ,taxon_identification
28319,tr achy sper mum 559 ,morphology
28320,"Myosotis 610, 616 ",habitat
28321,arvensis 616 ,taxon_identification
28322,laxa 616 ,taxon_identification
28323,scorpioides 616 ,taxon_identification
28324,"sylvatica var. alpestris 616, 618 ",habitat
28325,"Myosurus 363, 374 ",habitat
28326,minimus 374 ,taxon_identification
28327,Myrica 299 ,taxon_identification
28328,gale 299 ,taxon_identification
28329,"Myricaceae 25, 299 ",key
28330,"Myriophyllum 23, 543, 544 ",key
28331,alterniflorum 544 ,taxon_identification
28332,exalbescens 544 ,taxon_identification
28333,pinnatum 544 ,taxon_identification
28334,scabratum 544 ,taxon_identification
28335,spicatum 544 ,taxon_identification
28337,spicatum var. exalbescens 544 ,taxon_identification
28338,Myzorrhiza ludoviciana 663 ,taxon_identification
28340,Nabalus albus 699 ,taxon_identification
28341,racemosus 700 ,taxon_identification
28342,Najas 66 ,taxon_identification
28343,flexilis 66 ,taxon_identification
28344,"Nardinae 185, 186 ",key
28345,Naumburgia thyrsi flora 586 ,taxon_identification
28346,"Navarretia 600, 602 ",habitat
28347,"minima 601, 602 ",taxon_identification
28348,Negundo interius 5 1 7 ,key
28349,"Nemophila 605, 606 ",habitat
28350,breviflora 606 ,taxon_identification
28351,Neomamillaria vivipara 53 1 ,key
28352,"Nepeta 620, 628 ",habitat
28353,cataria 628 ,morphology
28354,"Neslia391,412 ",morphology
28355,"paniculata 390, 412 ",taxon_identification
28356,"Nonea610, 618 ",habitat
28357,vesicaria 618 ,taxon_identification
28358,Nuphar 361 ,taxon_identification
28359,"microphyllum 361, 362 ",habitat
28360,"variegatum 361, 362 ",habitat
28361,Nuttallia decapetala 53 1 ,taxon_identification
28362,"Nyctaginaceae 24, 344 ",taxon_identification
28363,"Nymphaea 361, 362 ",habitat
28364,odorata 362 ,taxon_identification
28365,tetragona ssp. leibergii 362 ,habitat
28366,"Nymphaeaceae 26, 361 ",key
28368,"Obtusatae 186, 191, 195 ",habitat
28369,Ochrocodon pudicus 262 ,taxon_identification
28370,"Odontites 639, 648 ",habitat
28371,serotina 648 ,taxon_identification
28372,"Oenothera 536, 540 ",habitat
28373,andina 540 ,taxon_identification
28374,"biennis 540, 541 ",habitat
28375,var. canescens 541 ,key
28376,var. hirsutissima 541 ,key
28377,"breviflora 540, 541 ",habitat
28378,"caespitosa 540, 541, 542 ",habitat
28379,var. montana 541 ,key
28380,"flava 540, 541 ",habitat
28381,"fruticosa var. linearis 540, 543 ",habitat
28382,"nuttallii 540, 543 ",key
28383,"perennis 540, 543 ",habitat
28384,"serrulata 540, 543 ",habitat
28385,"Oleaceae 25, 29, 587 ",key
28386,"Onagraceae 26, 27, 534 ",key
28387,"Onoclea 35, 42 ",key
28388,sensibilis 42 ,taxon_identification
28389,struthiopteris 42 ,taxon_identification
28391,"Onosmodium 609, 618 ",habitat
28392,molle var. hispidissimum 618 ,taxon_identification
28393,var. occidentale 618 ,taxon_identification
28394,"Ophioglossaceae 21, 32 ",key
28395,"Oplopanax 544, 545 ",habitat
28396,horridum 545 ,taxon_identification
28397,Opuntia 531 ,taxon_identification
28398,fragilis 533 ,taxon_identification
28399,polyacantha 533 ,taxon_identification
28400,"Orchidaceae 22, 270, 804 ",taxon_identification
28401,"Orchis 270, 279 ",taxon_identification
28402,"rotundifolia 272, 279 ",taxon_identification
28403,Oreocarya glomerata 6 1 1 ,key
28404,"Orobanchaceae 30, 661 ",taxon_identification
28405,Orobanche 661 ,taxon_identification
28406,fasciculata 661 ,taxon_identification
28407,"ludoviciana 661, 663 ",habitat
28408,"uniflora 661, 663 ",habitat
28409,Orophaca caespitosa 470 ,taxon_identification
28410,Orthilia secunda 570 ,taxon_identification
28411,"Orthocarpus 638, 648 ",habitat
28412,luteus 648 ,taxon_identification
28413,"Orthocerates 185, 199 ",habitat
28414,"Oryzeae 78, 83 ",key
28415,"Oryzopsis 82, 146 ",taxon_identification
28416,asperifolia 148 ,taxon_identification
28417,canadensis 148 ,taxon_identification
28418,exigua 148 ,taxon_identification
28419,"hymenoides 146, 149 ",taxon_identification
28420,"micrantha 148, 150 ",key
28421,"pungens 148, 150 ",key
28422,"Osmorhiza 548, 559 ",habitat
28423,aristata 559 ,taxon_identification
28424,var. brevistylis 559 ,habitat
28425,"var. longistylis 559, 560 ",habitat
28426,chilensis 559 ,taxon_identification
28427,"var. chilensis 559, 561 ",habitat
28428,"var. cupressimontana 559, 561 ",habitat
28429,"var. purpurea 559, 561 ",habitat
28430,divaricata 559 ,taxon_identification
28431,obtusa 561 ,taxon_identification
28432,occidentalis 559 ,taxon_identification
28433,purpurea 561 ,taxon_identification
28434,Osmunda 35 ,key
28435,claytoniana 35 ,key
28436,"Osmundaceae 21, 35 ",key
28437,"Ostrya 299, 303 ",habitat
28438,virginiana 303 ,taxon_identification
28439,"Ovales 187, 193 ",taxon_identification
28440,"Oxalidaceae 27, 505 ",taxon_identification
28441,Oxalis 505 ,taxon_identification
28442,"corniculata 505, 507 ",habitat
28443,"europaea 505, 507 ",habitat
28444,"stricta 505, 507 ",habitat
28446,Oxybaphus hirsutus 344 ,taxon_identification
28447,linearis 345 ,taxon_identification
28448,nyctagineus 345 ,taxon_identification
28449,pilosus 344 ,taxon_identification
28450,"Oxycoccus 577, 578 ",habitat
28451,microcarpus 578 ,taxon_identification
28452,palustris 578 ,taxon_identification
28453,quadripetalus 578 ,morphology
28454,"Oxyria309, 310 ",habitat
28455,digyna 310 ,taxon_identification
28456,"Oxytropis 463, 489 ",habitat
28457,"bellii 489, 490 ",habitat
28458,"besseyi 489, 490, 491 ",habitat
28459,"campestris 489, 490 ",taxon_identification
28460,ssp. campestris 490 ,habitat
28461,ssp. gracilis 490 ,habitat
28462,var. cusickii 490 ,taxon_identification
28463,var. dispar 490 ,taxon_identification
28464,var. gracilis 490 ,taxon_identification
28465,var. johannensis 490 ,habitat
28466,var. varians 490 ,taxon_identification
28467,"deflexa 489, 492 ",habitat
28468,var. deflexa 492 ,taxon_identification
28469,var. foliolosa 492 ,taxon_identification
28470,var. sericea 492 ,taxon_identification
28471,"lagopus 489, 492 ",habitat
28472,"lambertii 489, 492 ",habitat
28473,"podocarpa 489, 493 ",habitat
28474,"sericea 489, 493 ",taxon_identification
28475,var. sericea 493 ,taxon_identification
28476,"var. spicata 493, 494 ",habitat
28477,"splendens 489, 493 ",habitat
28478,var. richardsonii 493 ,taxon_identification
28479,"viscida 463, 489, 493 ",habitat
28480,Pachylophus caespitosus 541 ,taxon_identification
28481,montanus 541 ,taxon_identification
28482,Pachystima 517 ,taxon_identification
28483,myrsinites 517 ,taxon_identification
28484,"Paludosae 189,200 ",key
28485,"Paniceae 77, 79, 83, 190, 196 ",key
28486,"Panicoideae 78, 83 ",taxon_identification
28487,"Paniculatae 187, 192 ",habitat
28488,"Panicum84, 150 ",morphology
28489,"capillare 150, 151 ",key
28490,var. occidentale 151 ,taxon_identification
28491,depauperatum 151 ,taxon_identification
28492,"lanuginosum 150, 151 ",taxon_identification
28493,"leibergii 150, 152 ",key
28494,"linearifolium 151, 152 ",habitat
28495,"miliaceum 150, 152 ",key
28496,oligosanthes 151 ,taxon_identification
28497,var. scribnerianum 152 ,taxon_identification
28498,"perlongum 151, 152 ",habitat
28500,"virgatum 150, 152, 153 ",habitat
28501,"wilcoxianum 151, 152 ",habitat
28502,"xanthophysum 151, 154 ",habitat
28503,Papaver 384 ,taxon_identification
28504,"nudicaule 384, 385 ",key
28505,"pygmaeum 384, 385 ",habitat
28506,"rhoeas 384, 385 ",habitat
28507,"somniferum 384, 385 ",habitat
28508,"Papaveraceae 26, 384 ",key
28509,"Parietaria 304, 804 ",habitat
28510,pensylvanica 304 ,taxon_identification
28511,"Parnassia 420, 425 ",taxon_identification
28512,americana 425 ,taxon_identification
28513,fimbriata 425 ,taxon_identification
28514,glauca 425 ,taxon_identification
28515,kotzebuei 425 ,taxon_identification
28516,palustris var. montanensis 425 ,taxon_identification
28517,var. parviflora 425 ,taxon_identification
28518,"var. tenuis 425, 426 ",habitat
28519,"Paronychia 24, 347, 354 ",key
28520,depressa 354 ,taxon_identification
28521,sessiliflora 354 ,taxon_identification
28522,Parthenocissus 519 ,taxon_identification
28523,inserta 519 ,taxon_identification
28524,quinquefolia 519 ,taxon_identification
28525,"Pastinaca 548, 561 ",habitat
28526,sativa 561 ,taxon_identification
28527,"Pedicularis 638, 648 ",habitat
28528,bracteosa 649 ,taxon_identification
28529,canadensis 649 ,taxon_identification
28530,"capitata 648, 649 ",habitat
28531,"contorta 648, 649 ",habitat
28532,"flammea 648, 650 ",habitat
28533,"groenlandica 648, 650, 651 ",habitat
28534,"labradorica 649, 650 ",habitat
28535,"lanata 649, 650 ",habitat
28536,"lanceolata 648, 650 ",habitat
28537,"langsdorfii 649, 650 ",habitat
28538,lapponica 648-650 ,taxon_identification
28539,montanensis 649 ,taxon_identification
28540,"oederi var. albertae 649, 650 ",habitat
28541,"parviflora 648, 652 ",taxon_identification
28542,"racemosa 648, 652 ",habitat
28543,"sudetica 649, 652 ",habitat
28544,Pediomelum esculentum 497 ,taxon_identification
28545,"Pellaea 35, 44 ",key
28546,glabella 44 ,key
28547,var. nana 44 ,key
28548,var. simplex 44 ,key
28549,"Penstemon 638, 652 ",habitat
28550,albertinus 653 ,taxon_identification
28551,"albidus 652, 653 ",habitat
28552,"confertus 652, 653 ",habitat
28553,"ellipticus 652, 653 ",habitat
28555,"eriantherus 652, 653 ",habitat
28556,"fruticosus 652, 653 ",habitat
28557,"gracilis 653, 654, 655 ",habitat
28558,"lyallii 652, 654 ",habitat
28559,"nitidus 652-654, 655 ",habitat
28560,"procerus 652, 654, 655 ",habitat
28561,Pentastemon 652 ,morphology
28562,"Penthorum 420, 427 ",taxon_identification
28563,sedoides 427 ,taxon_identification
28564,Pentstemon 652 ,morphology
28565,"Perideridia 549, 561 ",habitat
28566,gairdneri 561 ,taxon_identification
28567,Pehtoma serrulatum 386 ,taxon_identification
28568,"Persicaria 313, 314 ",taxon_identification
28569,"Petalostemon 463, 493 ",habitat
28570,candidum 495 ,taxon_identification
28571,"purpureus 495, 496 ",habitat
28572,var. pubescens 495 ,taxon_identification
28573,"villosum 493, 495 ",taxon_identification
28574,"Petasites 705, 707, 768 ",habitat
28575,"palmatus 768, 770, 771 ",habitat
28576,"sagittatus 768, 770, 771 ",habitat
28577,"vitifolius 768, 770, 771 ",habitat
28578,Phaca americana 470 ,taxon_identification
28579,"Phacelia 605, 606 ",habitat
28580,campanularia 606 ,morphology
28581,franklinii 606 ,taxon_identification
28582,"hastata 606, 607 ",habitat
28583,"linearis 606, 607 ",key
28584,"lyallii 606, 607 ",habitat
28585,"sericea 606, 607, 608 ",habitat
28586,"tanacetifolia 606, 607 ",habitat
28587,"thermalis 606, 607 ",habitat
28588,"Phalarideae 77, 78, 83 ",key
28589,"Phalaris83, 154 ",habitat
28590,"arundinacea 154, 155 ",taxon_identification
28591,canadensis 154 ,taxon_identification
28592,"Philadelphus 420, 427 ",taxon_identification
28593,lewisii 427 ,taxon_identification
28594,"Phleum82, 154 ",habitat
28595,"alpinum 154, 156 ",key
28596,"pratense 154, 157 ",taxon_identification
28597,"Phlox 600, 602 ",habitat
28598,alyssifolia 602 ,taxon_identification
28599,"gracilis 602, 603 ",habitat
28600,"hoodii601,602, 603 ",morphology
28601,"pilosa 602, 603 ",taxon_identification
28602,"Phragmites 79, 158 ",taxon_identification
28603,communis 158 ,taxon_identification
28604,Phryma 663 ,taxon_identification
28605,leptostachya 663 ,taxon_identification
28606,"Phrymaceae 30, 663 ",key
28607,"Phyllodoce 572, 576 ",habitat
28608,"caerulea 576, 577 ",habitat
28610,"empetriformis 576, 577 ",habitat
28611,"glanduliflora 576, 577 ",habitat
